QueryPertID,GeneID,Symbol,Validation,Pct,pQSARCorr_r,NCI60_r,PSP_r,Probability_L,Probability_Q,Probability_LQ,Probability_NCI60,Probability_PSP
BRD-K21680192,1019,CDK4,pQSAR,0.0012,0.6119,0.263,,0.9003,0.8087,0.9895,0.5747,0.5
BRD-K21680192,1571,CYP2E1,NCI60,0.9939,0.6702,0.7624,,0.1026,0.8569,0.8927,0.8216,0.5
BRD-K21680192,1577,CYP3A5,NCI60,0.4777,0.6181,0.8093,,0.4372,0.8144,0.9417,0.8378,0.5
BRD-K21680192,3091,HIF1A,pQSAR,0.0029,0.6267,0.6735,,0.8669,0.822,0.9893,0.7873,0.5
BRD-K21680192,3551,IKBKB,pQSAR,0.0085,0.6838,0.157,,0.8137,0.8666,0.9939,0.5103,0.5
BRD-K21680192,476,ATP1A1,pQSAR,0.0005,0.6348,0.4178,,0.9259,0.829,0.9942,0.664,0.5
BRD-K21680192,5292,PIM1,Known,0.0197,0.4971,0.157,,0.7612,0.6804,0.8822,0.5103,0.5
BRD-K21680192,599,BCL2L2,pQSAR,0.0076,0.7045,-0.0395,,0.8199,0.8802,0.9957,0.3914,0.5
BRD-K21680192,7153,TOP2A,Known,0.001,0.7225,0.8093,,0.9062,0.8911,0.9981,0.8378,0.5
BRD-K21680192,7155,TOP2B,NCI60,0.0051,0.6884,0.7624,,0.8408,0.8697,0.9951,0.8216,0.5
BRD-K21680192,983,CDK1,pQSAR,0.009,0.6119,0.263,,0.8104,0.8087,0.9817,0.5747,0.5
BRD-K21733600,3303,HSPA1A,pQSAR,0.001,0.7122,,,0.9062,0.885,0.9978,0.5,0.5
BRD-K21733600,5743,PTGS2,Known,0.1974,0.7324,,,0.558,0.8967,0.9925,0.5,0.5
BRD-K21853356,1956,EGFR,Known,0.0943,0.6264,,,0.6344,0.8217,0.9712,0.5,0.5
BRD-K21884483,3269,HRH1,Known,0.1897,0.6126,,,0.5625,0.8093,0.9561,0.5,0.5
BRD-K21955335,1571,CYP2E1,pQSAR,0.0081,0.6434,,,0.8164,0.8361,0.9889,0.5,0.5
BRD-K21955335,5327,PLAT,pQSAR,0.0048,0.6731,,,0.8438,0.859,0.9939,0.5,0.5
BRD-K22010301,2908,NR3C1,pQSAR,0.0019,0.6034,,,0.884,0.8007,0.9865,0.5,0.5
BRD-K22010301,3551,IKBKB,pQSAR,0.0027,0.6512,,,0.8699,0.8424,0.9927,0.5,0.5
BRD-K22010301,5894,RAF1,pQSAR,0.0024,0.6383,,,0.8748,0.8319,0.9915,0.5,0.5
BRD-K22031190,1460,CSNK2B,pQSAR,0.0095,0.6694,,,0.8073,0.8563,0.9922,0.5,0.5
BRD-K22031190,367,AR,pQSAR,0.0051,0.6749,,,0.8408,0.8603,0.9939,0.5,0.5
BRD-K22031190,5743,PTGS2,Known,0.2303,0.7056,,,0.5401,0.8809,0.9882,0.5,0.5
BRD-K22134346,1577,CYP3A5,Known,0.0051,0.5902,1.0,,0.8408,0.7878,0.9784,0.8919,0.5
BRD-K22134346,3156,HMGCR,Known,0.0027,0.4341,1.0,,0.8699,0.5937,0.8345,0.8919,0.5
BRD-K22227508,1128,CHRM1,pQSAR,0.0051,0.7504,,,0.8408,0.9063,0.9981,0.5,0.5
BRD-K22227508,1786,DNMT1,pQSAR,0.001,0.7696,,,0.9062,0.9156,0.9991,0.5,0.5
BRD-K22385716,2932,GSK3B,StructureLikely,0.0097,0.5186,,,0.8061,0.7077,0.927,0.5,0.5
BRD-K22429181,1956,EGFR,NCI60,0.2349,0.588,0.7596,,0.5377,0.7856,0.9328,0.8206,0.5
BRD-K22429181,5770,PTPN1,pQSAR,0.0105,0.6353,-0.0163,,0.8014,0.8294,0.9865,0.4051,0.5
BRD-K22429181,5914,RARA,StructureSure,0.023,0.6274,0.2931,,0.7504,0.8226,0.9811,0.5927,0.5
BRD-K22503835,10013,HDAC6,Known,0.0789,0.6315,,0.6569,0.6509,0.8262,0.9747,0.5,0.7475
BRD-K22503835,10014,HDAC5,Known,0.6183,0.6215,,0.6395,0.3861,0.8174,0.9354,0.5,0.7393
BRD-K22503835,3065,HDAC1,Known,0.0084,0.6215,,0.6699,0.8144,0.8174,0.9844,0.5,0.7535
BRD-K22503835,3066,HDAC2,Known,0.533,0.6215,,0.6699,0.4172,0.8174,0.9411,0.5,0.7535
BRD-K22503835,51564,HDAC7,Known,0.7306,0.6215,,0.6569,0.342,0.8174,0.9261,0.5,0.7475
BRD-K22503835,55869,HDAC8,Known,0.1674,0.6315,,0.6569,0.5763,0.8262,0.968,0.5,0.7475
BRD-K22503835,79885,HDAC11,pQSAR,0.0077,0.4912,,0.6699,0.8192,0.6727,0.8994,0.5,0.7535
BRD-K22503835,8841,HDAC3,Known,0.014,0.6215,,0.6699,0.7837,0.8174,0.9821,0.5,0.7535
BRD-K22503835,9734,HDAC9,Known,0.1863,0.6215,,0.6569,0.5645,0.8174,0.9617,0.5,0.7475
BRD-K22503835,9759,HDAC4,Known,0.6547,0.6215,,0.6569,0.3724,0.8174,0.9327,0.5,0.7475
BRD-K22901619,2099,ESR1,Known,0.1134,0.7488,,,0.6165,0.9054,0.9951,0.5,0.5
BRD-K22936972,1066,CES1,pQSAR,0.0012,0.7463,,,0.9003,0.9042,0.9986,0.5,0.5
BRD-K22936972,2099,ESR1,pQSAR,0.002,0.6381,,,0.882,0.8317,0.9919,0.5,0.5
BRD-K22936972,3269,HRH1,Known,0.0285,0.8267,,,0.7348,0.9385,0.999,0.5,0.5
BRD-K22936972,3558,IL2,pQSAR,0.0102,0.6634,,,0.8032,0.8518,0.9912,0.5,0.5
BRD-K22936972,775,CACNA1C,pQSAR,0.0037,0.7711,,,0.8561,0.9163,0.9987,0.5,0.5
BRD-K22947005,1128,CHRM1,StructureSure,0.0505,0.772,,,0.6898,0.9167,0.9973,0.5,0.5
BRD-K22947005,1131,CHRM3,StructureSure,0.2308,0.7179,,,0.5398,0.8884,0.9902,0.5,0.5
BRD-K22947005,154,ADRB2,pQSAR,0.0093,0.7045,,,0.8086,0.8802,0.9954,0.5,0.5
BRD-K22947005,2565,GABRG1,pQSAR,0.0002,0.6096,,,0.946,0.8066,0.9934,0.5,0.5
BRD-K22947005,3269,HRH1,Known,0.0112,0.7961,,,0.7976,0.927,0.9988,0.5,0.5
BRD-K23192422,2322,FLT3,Known,0.65,0.6242,,,0.3742,0.8198,0.9356,0.5,0.5
BRD-K23192422,3551,IKBKB,pQSAR,0.004,0.5928,,,0.8525,0.7904,0.9806,0.5,0.5
BRD-K23192422,3717,JAK2,Known,0.0425,0.6242,,,0.704,0.8198,0.9764,0.5,0.5
BRD-K23192422,5294,PIK3CG,pQSAR,0.0086,0.5135,,,0.813,0.7014,0.924,0.5,0.5
BRD-K23192422,6790,AURKA,pIC50,0.01,0.6242,,,0.8043,0.8198,0.9843,0.5,0.5
BRD-K23383398,19,ABCA1,Known,0.0264,0.5535,,,0.7405,0.7489,0.942,0.5,0.5
BRD-K23566484,367,AR,Known,0.0147,0.6645,,,0.7806,0.8527,0.9905,0.5,0.5
BRD-K23714869,1577,CYP3A5,Known,0.2127,0.7386,,,0.5495,0.9001,0.993,0.5,0.5
BRD-K23714869,190,NR0B1,StructureSure,0.2902,0.5838,,,0.5113,0.7814,0.9231,0.5,0.5
BRD-K23714869,2908,NR3C1,Known,0.0003,0.8493,,,0.9378,0.9458,0.9998,0.5,0.5
BRD-K23714869,301,ANXA1,StructureSure,0.0594,0.8493,,,0.6761,0.9458,0.9991,0.5,0.5
BRD-K23714869,866,SERPINA6,Known,0.0035,0.7764,,,0.8586,0.9186,0.9988,0.5,0.5
BRD-K23875128,3615,IMPDH2,Known,0.0054,0.5502,,,0.838,0.7452,0.9604,0.5,0.5
BRD-K23875128,5579,PRKCB,pQSAR,0.0063,0.5346,,,0.83,0.7271,0.9482,0.5,0.5
BRD-K23875128,6093,ROCK1,Known,0.9861,0.6314,,,0.1346,0.8261,0.8535,0.5,0.5
BRD-K23913458,4129,MAOB,pQSAR,0.004,0.6786,,,0.8525,0.8629,0.9946,0.5,0.5
BRD-K23913458,5743,PTGS2,pQSAR,0.0065,0.776,,,0.8284,0.9185,0.9986,0.5,0.5
BRD-K23913458,760,CA2,Known,0.5181,0.788,,,0.4226,0.9237,0.9951,0.5,0.5
BRD-K23913458,771,CA12,Known,0.3885,0.788,,,0.4706,0.9237,0.9958,0.5,0.5
BRD-K23984367,1577,CYP3A5,Known,0.0519,0.6372,,,0.6876,0.831,0.9794,0.5,0.5
BRD-K23984367,2260,FGFR1,Known,0.0603,0.6372,,,0.6748,0.831,0.9785,0.5,0.5
BRD-K23984367,2321,FLT1,Known,0.4733,0.6916,,,0.4388,0.8719,0.9802,0.5,0.5
BRD-K23984367,2322,FLT3,Known,0.8306,0.6372,,,0.2946,0.831,0.9309,0.5,0.5
BRD-K23984367,2324,FLT4,Known,0.5073,0.6916,,,0.4265,0.8719,0.9795,0.5,0.5
BRD-K23984367,3791,KDR,Known,0.1819,0.6916,,,0.5672,0.8719,0.9866,0.5,0.5
BRD-K23984367,3815,KIT,Known,0.461,0.6916,,,0.4433,0.8719,0.9805,0.5,0.5
BRD-K23984367,4233,MET,pQSAR,0.0045,0.6366,,,0.8469,0.8305,0.9896,0.5,0.5
BRD-K23984367,4921,DDR2,Known,0.7914,0.6076,,,0.3147,0.8047,0.9022,0.5,0.5
BRD-K23984367,5159,PDGFRB,Known,0.1498,0.6916,,,0.5882,0.8719,0.9874,0.5,0.5
BRD-K23984367,5894,RAF1,Known,0.1464,0.6243,,,0.5906,0.8199,0.966,0.5,0.5
BRD-K23984367,5979,RET,Known,0.2002,0.6372,,,0.5564,0.831,0.9688,0.5,0.5
BRD-K23984367,673,BRAF,Known,0.2155,0.6243,,,0.5479,0.8199,0.9613,0.5,0.5
BRD-K24053527,10857,PGRMC1,Known,0.5753,0.565,,,0.4019,0.7616,0.8657,0.5,0.5
BRD-K24473282,150,ADRA2A,StructureLikely,0.1086,0.7223,,,0.6208,0.891,0.9928,0.5,0.5
BRD-K24473282,152,ADRA2C,StructureLikely,0.1154,0.6425,,,0.6148,0.8354,0.9759,0.5,0.5
BRD-K24473282,154,ADRB2,Known,0.0786,0.8511,,,0.6513,0.9464,0.9991,0.5,0.5
BRD-K24473282,7124,TNF,StructureLikely,0.7323,0.7629,,,0.3413,0.9124,0.9908,0.5,0.5
BRD-K24576554,1017,CDK2,pQSAR,0.0105,0.7124,,0.3163,0.8014,0.8851,0.9958,0.5,0.5596
BRD-K24576554,2322,FLT3,Known,0.4853,0.6644,,0.3976,0.4345,0.8526,0.97,0.5,0.6086
BRD-K24576554,25,ABL1,Known,0.2018,0.6124,,0.2821,0.5555,0.8092,0.955,0.5,0.5385
BRD-K24576554,3551,IKBKB,pQSAR,0.0037,0.6453,,0.3137,0.8561,0.8377,0.9913,0.5,0.558
BRD-K24576554,3717,JAK2,Known,0.0492,0.6432,,,0.692,0.836,0.9815,0.5,0.5
BRD-K24576554,3718,JAK3,Known,0.0002,0.6432,,,0.946,0.836,0.996,0.5,0.5
BRD-K24576554,4486,MST1R,pQSAR,0.0102,0.6644,,,0.8032,0.8526,0.9914,0.5,0.5
BRD-K24576554,613,BCR,Known,0.1891,0.7054,,0.2821,0.5629,0.8808,0.9889,0.5,0.5385
BRD-K24576554,6790,AURKA,Known,0.3064,0.7054,,,0.5042,0.8808,0.9868,0.5,0.5
BRD-K24576554,9212,AURKB,Known,0.0132,0.7054,,,0.7875,0.8808,0.995,0.5,0.5
BRD-K24576554,983,CDK1,pQSAR,0.0051,0.6087,,0.7101,0.8408,0.8057,0.9836,0.5,0.7716
BRD-K24616672,116443,GRIN3A,Known,0.3767,0.6171,,,0.4752,0.8134,0.947,0.5,0.5
BRD-K24616672,3156,HMGCR,Known,0.4212,0.6273,,,0.4581,0.8225,0.9519,0.5,0.5
BRD-K24616672,4128,MAOA,Known,0.0751,0.5965,,,0.6554,0.7941,0.9582,0.5,0.5
BRD-K24616672,4129,MAOB,Known,0.0913,0.5965,,,0.6374,0.7941,0.9558,0.5,0.5
BRD-K24844714,3614,IMPDH1,pQSAR,0.0007,0.6969,0.6402,,0.9168,0.8754,0.9975,0.7733,0.5
BRD-K24844714,3615,IMPDH2,pQSAR,0.0088,0.6969,0.6402,,0.8117,0.8754,0.9949,0.7733,0.5
BRD-K24844714,7298,TYMS,Known,0.0229,0.7294,0.7741,,0.7507,0.895,0.9959,0.8258,0.5
BRD-K25311561,5347,PLK1,pQSAR,0.001,0.441,,,0.9062,0.6036,0.881,0.5,0.5
BRD-K25311561,5591,PRKDC,Known,0.1262,0.596,,,0.6059,0.7936,0.9509,0.5,0.5
BRD-K25340465,3791,KDR,Known,0.5313,0.6199,,,0.4178,0.816,0.9398,0.5,0.5
BRD-K25340465,3815,KIT,Known,0.3337,0.6199,,,0.4926,0.816,0.9516,0.5,0.5
BRD-K25340465,5159,PDGFRB,Known,0.3222,0.6172,,,0.4974,0.8135,0.9503,0.5,0.5
BRD-K25394294,3269,HRH1,pIC50,0.0017,0.6086,,,0.8881,0.8056,0.9879,0.5,0.5
BRD-K25394294,5743,PTGS2,Known,0.2691,0.5834,,,0.521,0.781,0.9248,0.5,0.5
BRD-K25433859,1128,CHRM1,Known,0.4793,0.8224,,,0.4366,0.937,0.9972,0.5,0.5
BRD-K25433859,1131,CHRM3,Known,0.0054,0.8146,,,0.838,0.9342,0.9993,0.5,0.5
BRD-K25433859,150,ADRA2A,Known,0.0985,0.8146,,,0.6302,0.9342,0.9983,0.5,0.5
BRD-K25433859,152,ADRA2C,Known,0.0931,0.8146,,,0.6356,0.9342,0.9983,0.5,0.5
BRD-K25433859,3269,HRH1,Known,0.3418,0.8224,,,0.4892,0.937,0.9976,0.5,0.5
BRD-K25433859,3358,HTR2C,Known,0.6136,0.8146,,,0.3878,0.9342,0.9964,0.5,0.5
BRD-K25591257,7296,TXNRD1,Known,0.4842,0.5397,,,0.4349,0.7331,0.8295,0.5,0.5
BRD-K25737009,5915,RARB,pQSAR,0.0023,0.6388,,,0.8765,0.8323,0.9916,0.5,0.5
BRD-K25737009,5916,RARG,Known,0.4174,0.6388,,,0.4596,0.8323,0.9595,0.5,0.5
BRD-K25841245,1577,CYP3A5,StructureSure,0.7565,0.6153,,,0.3308,0.8118,0.9165,0.5,0.5
BRD-K25841245,3156,HMGCR,Known,0.1826,0.5242,,,0.5668,0.7146,0.8519,0.5,0.5
BRD-K26241953,1956,EGFR,pQSAR,0.0037,0.8653,,,0.8561,0.9505,0.9997,0.5,0.5
BRD-K26241953,23411,SIRT1,Known,0.1331,0.8184,,,0.6005,0.9355,0.9982,0.5,0.5
BRD-K26241953,3551,IKBKB,pQSAR,0.0091,0.737,,,0.8098,0.8992,0.9972,0.5,0.5
BRD-K26241953,498,ATP5F1A,Known,0.053,0.7295,,,0.6858,0.8951,0.9948,0.5,0.5
BRD-K26241953,506,ATP5F1B,Known,0.3484,0.7295,,,0.4865,0.8951,0.9903,0.5,0.5
BRD-K26241953,509,ATP5F1C,Known,0.3136,0.7295,,,0.501,0.8951,0.9907,0.5,0.5
BRD-K26241953,5468,PPARG,pQSAR,0.0033,0.737,,,0.8613,0.8992,0.9979,0.5,0.5
BRD-K26241953,5743,PTGS2,Known,0.6734,0.7478,,,0.3652,0.9049,0.9893,0.5,0.5
BRD-K26241953,6850,SYK,Known,0.6456,0.7612,,,0.3759,0.9116,0.9915,0.5,0.5
BRD-K26373640,3551,IKBKB,Known,0.0029,0.6806,,,0.8669,0.8643,0.9953,0.5,0.5
BRD-K26373640,3615,IMPDH2,pQSAR,0.0037,0.6195,,,0.8561,0.8156,0.9872,0.5,0.5
BRD-K26373640,7296,TXNRD1,pQSAR,0.0105,0.6465,,,0.8014,0.8386,0.9886,0.5,0.5
BRD-K26429091,1131,CHRM3,Known,0.0136,0.7035,,,0.7856,0.8796,0.9948,0.5,0.5
BRD-K26521938,5734,PTGER4,Known,0.2965,0.7715,,,0.5085,0.9164,0.9952,0.5,0.5
BRD-K26521938,5737,PTGFR,Known,0.2125,0.7715,,,0.5496,0.9164,0.9958,0.5,0.5
BRD-K26521938,6915,TBXA2R,Known,0.6327,0.7715,,,0.3807,0.9164,0.9929,0.5,0.5
BRD-K26521938,8644,AKR1C3,StructureLikely,0.0556,0.5126,,,0.6817,0.7002,0.8751,0.5,0.5
BRD-K26619122,498,ATP5F1A,pQSAR,0.0055,0.6747,,,0.837,0.8602,0.9938,0.5,0.5
BRD-K26674531,2099,ESR1,Known,0.6208,0.8208,,,0.3852,0.9364,0.9967,0.5,0.5
BRD-K26674531,2908,NR3C1,StructureSure,0.0583,0.8167,,,0.6777,0.9349,0.9986,0.5,0.5
BRD-K26674531,3551,IKBKB,Known,0.0327,0.688,,,0.7245,0.8694,0.9916,0.5,0.5
BRD-K26674531,367,AR,StructureSure,0.1284,0.828,,,0.6041,0.9389,0.9985,0.5,0.5
BRD-K26674531,9971,NR1H4,Known,0.6344,0.6503,,,0.3801,0.8417,0.9565,0.5,0.5
BRD-K26801045,150,ADRA2A,pQSAR,0.0014,0.6971,,,0.8951,0.8755,0.997,0.5,0.5
BRD-K26801045,3269,HRH1,Known,0.0077,0.6983,0.3669,,0.8192,0.8763,0.9952,0.6356,0.5
BRD-K26801045,4128,MAOA,pQSAR,0.0026,0.6332,,,0.8715,0.8276,0.9906,0.5,0.5
BRD-K27062708,2099,ESR1,Known,0.0591,0.7466,,,0.6765,0.9043,0.9959,0.5,0.5
BRD-K27218697,2908,NR3C1,Known,0.3958,0.8702,,,0.4678,0.9519,0.9988,0.5,0.5
BRD-K27218697,866,SERPINA6,Known,0.3107,0.8162,,,0.5023,0.9347,0.9975,0.5,0.5
BRD-K27305650,207,AKT1,Known,0.1866,0.5163,0.1121,,0.5644,0.7048,0.835,0.4827,0.5
BRD-K27305650,2475,MTOR,Known,0.003,0.5986,0.4613,,0.8654,0.7961,0.9835,0.6874,0.5
BRD-K27305650,2932,GSK3B,Known,0.1177,0.5163,0.3149,,0.6129,0.7048,0.8549,0.6056,0.5
BRD-K27305650,5290,PIK3CA,Known,0.4952,0.5986,0.3125,,0.4309,0.7961,0.9217,0.6041,0.5
BRD-K27305650,5291,PIK3CB,Known,0.01,0.6244,0.2984,,0.8043,0.82,0.9844,0.5958,0.5
BRD-K27305650,5293,PIK3CD,Known,0.0023,0.6244,0.3125,,0.8765,0.82,0.9896,0.6041,0.5
BRD-K27305650,5294,PIK3CG,Known,0.0047,0.5986,0.3125,,0.8448,0.7961,0.9814,0.6041,0.5
BRD-K27305650,5591,PRKDC,Known,0.1578,0.5986,0.3125,,0.5827,0.7961,0.9493,0.6041,0.5
BRD-K27305650,5599,MAPK8,Known,0.1553,0.5163,0.1121,,0.5844,0.7048,0.8434,0.4827,0.5
BRD-K27305650,6093,ROCK1,Known,0.057,0.5163,0.1121,,0.6796,0.7048,0.8804,0.4827,0.5
BRD-K27305650,6300,MAPK12,Known,0.2841,0.5163,0.1121,,0.5141,0.7048,0.8127,0.4827,0.5
BRD-K27316855,1577,CYP3A5,Known,0.0341,0.6485,,,0.7213,0.8403,0.9846,0.5,0.5
BRD-K27316855,5515,PPP2CA,pQSAR,0.0071,0.6341,,,0.8236,0.8284,0.9877,0.5,0.5
BRD-K27316855,7421,VDR,Known,0.0296,0.6553,,,0.732,0.8456,0.9866,0.5,0.5
BRD-K27450477,100,ADA,Known,0.0955,0.561,,,0.6332,0.7572,0.9255,0.5,0.5
BRD-K27450477,135,ADORA2A,Known,0.1821,0.5862,,,0.5671,0.7838,0.9366,0.5,0.5
BRD-K27499107,5467,PPARD,Known,0.1429,0.71,,,0.5931,0.8837,0.9906,0.5,0.5
BRD-K27499107,5734,PTGER4,Known,0.4466,0.71,,,0.4486,0.8837,0.9854,0.5,0.5
BRD-K27499107,5737,PTGFR,Known,0.5011,0.6405,,,0.4287,0.8337,0.9567,0.5,0.5
BRD-K27499107,6915,TBXA2R,Known,0.3075,0.5585,,,0.5037,0.7545,0.8887,0.5,0.5
BRD-K27665173,1956,EGFR,pQSAR,0.0105,0.6368,,,0.8014,0.8307,0.9868,0.5,0.5
BRD-K27665173,2100,ESR2,pQSAR,0.0046,0.6634,,,0.8459,0.8518,0.993,0.5,0.5
BRD-K27710560,1577,CYP3A5,pQSAR,0.0039,0.623,,,0.8537,0.8187,0.9877,0.5,0.5
BRD-K27710560,4193,MDM2,pQSAR,0.0054,0.6384,,,0.838,0.832,0.9893,0.5,0.5
BRD-K27710560,476,ATP1A1,pQSAR,0.01,0.6208,,,0.8043,0.8168,0.9835,0.5,0.5
BRD-K27721098,1577,CYP3A5,Known,0.0982,0.5203,,,0.6305,0.7098,0.8689,0.5,0.5
BRD-K27737647,5566,PRKACA,Known,0.1793,0.5423,,,0.5688,0.7361,0.884,0.5,0.5
BRD-K27737647,9475,ROCK2,pIC50,0.0042,0.5266,,,0.8502,0.7175,0.9479,0.5,0.5
BRD-K28120222,3551,IKBKB,Known,0.0027,0.6777,1.0,,0.8699,0.8623,0.9951,0.8919,0.5
BRD-K28120222,478,ATP1A3,pQSAR,0.008,0.6155,0.1895,,0.8171,0.812,0.9832,0.5302,0.5
BRD-K28120222,5914,RARA,pQSAR,0.0005,0.6446,0.4203,,0.9259,0.8371,0.995,0.6654,0.5
BRD-K28120222,5918,RARRES1,pQSAR,0.0097,0.6446,0.1868,,0.8061,0.8371,0.9885,0.5285,0.5
BRD-K28120222,5970,RELA,Known,0.0002,0.5422,1.0,,0.946,0.736,0.9819,0.8919,0.5
BRD-K28120222,866,SERPINA6,pQSAR,0.0107,0.6194,0.3083,,0.8003,0.8155,0.9828,0.6017,0.5
BRD-K28143534,1128,CHRM1,Known,0.5067,0.8289,,,0.4267,0.9392,0.9974,0.5,0.5
BRD-K28143534,1131,CHRM3,Known,0.0815,0.8289,,,0.648,0.9392,0.9987,0.5,0.5
BRD-K28143534,3269,HRH1,Known,0.2106,0.8409,,,0.5506,0.9432,0.9985,0.5,0.5
BRD-K28143534,3358,HTR2C,Known,0.4254,0.8409,,,0.4565,0.9432,0.998,0.5,0.5
BRD-K28168037,1577,CYP3A5,Known,0.1367,0.5467,,,0.5977,0.7412,0.8992,0.5,0.5
BRD-K28168037,5914,RARA,Known,0.0565,0.5711,,,0.6804,0.7681,0.9444,0.5,0.5
BRD-K28168037,5916,RARG,Known,0.0846,0.5711,,,0.6445,0.7681,0.9376,0.5,0.5
BRD-K28183345,2099,ESR1,pQSAR,0.0076,0.6769,,,0.8199,0.8617,0.9934,0.5,0.5
BRD-K28296557,207,AKT1,Known,0.0492,0.4964,,,0.692,0.6795,0.8503,0.5,0.5
BRD-K28307902,196,AHR,Known,0.3358,0.6741,,,0.4917,0.8597,0.9781,0.5,0.5
BRD-K28307902,367,AR,Known,0.0334,0.7355,,,0.7229,0.8984,0.9959,0.5,0.5
BRD-K28307902,5468,PPARG,pQSAR,0.0081,0.6282,,,0.8164,0.8233,0.9861,0.5,0.5
BRD-K28428262,2321,FLT1,Known,0.6885,0.5505,,,0.3592,0.7455,0.8184,0.5,0.5
BRD-K28428262,2324,FLT4,Known,0.4116,0.5505,,,0.4617,0.7455,0.8616,0.5,0.5
BRD-K28428262,3791,KDR,Known,0.1286,0.5505,,,0.604,0.7455,0.906,0.5,0.5
BRD-K28470988,1956,EGFR,pQSAR,0.0029,0.6866,,,0.8669,0.8685,0.9957,0.5,0.5
BRD-K28542495,152,ADRA2C,pQSAR,0.0005,0.7612,,,0.9259,0.9116,0.9991,0.5,0.5
BRD-K28542495,3269,HRH1,pQSAR,0.003,0.8261,,,0.8654,0.9383,0.9995,0.5,0.5
BRD-K28542495,3767,KCNJ11,pQSAR,0.0055,0.633,,,0.837,0.8274,0.9884,0.5,0.5
BRD-K28542495,5292,PIM1,pQSAR,0.0022,0.76,,,0.8783,0.911,0.9987,0.5,0.5
BRD-K28542495,5645,PRSS2,Known,0.4929,0.5912,,,0.4317,0.7888,0.9134,0.5,0.5
BRD-K28542495,6275,S100A4,pQSAR,0.0025,0.6733,,,0.8731,0.8592,0.9949,0.5,0.5
BRD-K28542495,801,CALM1,pQSAR,0.0067,0.7487,,,0.8268,0.9054,0.9979,0.5,0.5
BRD-K28667793,2194,FASN,Known,0.5628,0.5679,,,0.4064,0.7647,0.8724,0.5,0.5
BRD-K28687144,1386,ATF2,pQSAR,0.0035,0.6109,,,0.8586,0.8078,0.9857,0.5,0.5
BRD-K28687144,1719,DHFR,pQSAR,0.0003,0.6191,,,0.9378,0.8153,0.9936,0.5,0.5
BRD-K28687144,2100,ESR2,pQSAR,0.0008,0.6033,,,0.913,0.8006,0.9894,0.5,0.5
BRD-K28687144,2224,FDPS,pQSAR,0.0058,0.7618,,,0.8343,0.9119,0.9983,0.5,0.5
BRD-K28687144,3784,KCNQ1,pQSAR,0.0048,0.6914,,,0.8438,0.8717,0.9954,0.5,0.5
BRD-K28687144,5144,PDE4D,Known,0.7744,0.6854,,,0.3227,0.8677,0.9687,0.5,0.5
BRD-K28687144,5163,PDK1,pQSAR,0.0005,0.766,,,0.9259,0.9139,0.9992,0.5,0.5
BRD-K28687144,5743,PTGS2,Known,0.0215,0.728,,,0.7551,0.8943,0.9959,0.5,0.5
BRD-K28687144,5775,PTPN4,pQSAR,0.0028,0.6728,,,0.8684,0.8588,0.9947,0.5,0.5
BRD-K28761384,1128,CHRM1,StructureLikely,0.0803,0.8199,,,0.6493,0.9361,0.9985,0.5,0.5
BRD-K28761384,1131,CHRM3,StructureLikely,0.0591,0.8199,,,0.6765,0.9361,0.9986,0.5,0.5
BRD-K28761384,150,ADRA2A,Known,0.5835,0.8199,,,0.3989,0.9361,0.9968,0.5,0.5
BRD-K28761384,1812,DRD1,Known,0.699,0.847,,,0.355,0.9451,0.9975,0.5,0.5
BRD-K28761384,2554,GABRA1,pQSAR,0.0009,0.7897,,,0.9095,0.9244,0.9993,0.5,0.5
BRD-K28761384,3269,HRH1,Known,0.1459,0.8231,,,0.591,0.9372,0.9983,0.5,0.5
BRD-K28761384,3358,HTR2C,StructureLikely,0.9722,0.8199,,,0.168,0.9361,0.9921,0.5,0.5
BRD-K28849549,1147,CHUK,Known,0.8592,0.6389,,,0.2781,0.8324,0.9286,0.5,0.5
BRD-K28849549,1644,DDC,pQSAR,0.0042,0.7747,,,0.8502,0.9179,0.9987,0.5,0.5
BRD-K28849549,3551,IKBKB,Known,0.4674,0.6806,,,0.441,0.8643,0.9769,0.5,0.5
BRD-K28849549,5468,PPARG,Known,0.4513,0.6941,,,0.4469,0.8735,0.9814,0.5,0.5
BRD-K28849549,5743,PTGS2,Known,0.0147,0.7611,,,0.7806,0.9116,0.9978,0.5,0.5
BRD-K28907958,3551,IKBKB,pQSAR,0.0002,0.6258,,,0.946,0.8212,0.9949,0.5,0.5
BRD-K28907958,5914,RARA,StructureLikely,0.5981,0.6411,,,0.3936,0.8342,0.9523,0.5,0.5
BRD-K28907958,5915,RARB,StructureLikely,0.3831,0.6411,,,0.4727,0.8342,0.9623,0.5,0.5
BRD-K28907958,5916,RARG,Known,0.7577,0.6411,,,0.3303,0.8342,0.9419,0.5,0.5
BRD-K28907958,6257,RXRB,StructureLikely,0.1119,0.5066,,,0.6179,0.6926,0.8379,0.5,0.5
BRD-K28912512,142,PARP1,Known,0.233,0.6795,-0.0433,,0.5387,0.8636,0.9824,0.3892,0.5
BRD-K28912512,1571,CYP2E1,Known,0.9633,0.8172,0.3,,0.1834,0.9351,0.9924,0.5968,0.5
BRD-K28912512,5465,PPARA,pQSAR,0.0056,0.6204,,,0.8361,0.8164,0.9859,0.5,0.5
BRD-K28912512,5743,PTGS2,pQSAR,0.0063,0.6607,0.1865,,0.83,0.8498,0.992,0.5283,0.5
